OBJECTID,DAUID,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,ShapeSTArea,ShapeSTLength
23184,35180456,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.02,0800.02,35180072,110275.473165835,1639.92761852234
23185,35180457,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.02,0800.02,35180072,97420.14798873,1384.64816177798
23186,35180458,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.02,0800.02,35180072,125269.409046975,1673.5964855789
23187,35180459,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.02,0800.02,35180072,92891.06036884,1575.79909946207
23188,35180654,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.08,0202.08,35180015,256174.412468895,2272.23497853988
23189,35180461,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.02,0800.02,35180072,154714.96006102,1719.58255272226
23190,35180462,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.01,0800.01,35180072,143210.55724571,1616.77498532837
23191,35180463,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.01,0800.01,35180072,950810.83253884,7521.33842528764
23192,35180464,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350800.01,0800.01,35180072,153155.89206642,1820.20104421395
23193,35180465,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,748296.804835695,5860.45183165786
23194,35180466,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,155230.454753995,2086.14541446943
23195,35180467,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,126561.85855364,1669.7959534542
23196,35180468,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.01,0801.01,35180077,71957.189565275,1212.90140410556
23197,35180469,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.02,0801.02,35180077,1132344.04083284,7240.63812384571
23198,35180026,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.02,0831.02,35180009,1657593.0297329,7067.29226611785
23199,35180027,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.01,0831.01,35180008,359829.549301605,2610.02044854011
23200,35180851,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,52168482.3899999,43785.2932682826
23201,35180852,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,1537549.93813643,5407.77589081358
23202,35180853,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,45480994.1269241,40314.0330303374
23203,35180855,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,9143467.61956625,14456.8046598464
23204,35180856,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,38448920.8749023,33902.0506106256
23205,35180857,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,40865079.4363475,30963.8483384046
23206,35180858,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,1558009.93577523,5208.52461280586
23207,35180381,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.03,0820.03,35180062,197980.67909894,2315.99343299139
23208,35180382,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.04,0820.04,35180062,152470.07752829,1750.86456945912
23209,35180383,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.04,0820.04,35180062,54477.53253495,974.32801061502
23210,35180385,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.03,0820.03,35180062,158387.378096455,2353.95652933213
23211,35180388,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.03,0820.03,35180062,63855.18199487,1317.76349304891
23212,35180389,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350820.03,0820.03,35180062,103630.67602563,1652.51886081207
23213,35180391,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.19,0805.19,35180061,83134.020101825,1676.66893729938
23214,35180392,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.19,0805.19,35180061,104676.687916945,1901.33416487931
23215,35180393,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.19,0805.19,35180061,108913.741143175,1533.70608126872
23216,35180394,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.06,0805.06,35180060,385627.14341785,3173.79317555676
23217,35180397,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.18,0805.18,35180066,214221.026987945,2521.20342744513
23218,35180398,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.18,0805.18,35180066,104584.9270605,1359.32660196859
23219,35180399,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.18,0805.18,35180066,153381.013618805,2035.17198414677
23220,35180935,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,103329.086108495,1431.08216029609
23221,35180936,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,115632.28988035,1450.98655329919
23222,35180937,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,96825.64654373,1872.76220652037
23223,35180938,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,116641.320908335,2463.55867578869
23224,35180939,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,68797.489786285,1573.26815518442
23225,35180940,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,113152.25556812,1440.81872604174
23226,35180941,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.10,0805.10,35180061,38534.533574495,801.786893674998
23227,35180942,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.17,0805.17,35180056,9821.365716625,401.813352486294
23228,35180943,35,Ontario,3518,Durham,RM,3518009,Whitby,3518005,Ajax,T,3530,Toronto,535,1,535,35535,Toronto,B,5350805.17,0805.17,35180056,12912.04071677,512.797351879197
23229,35180944,35,Ontario,3518,Durham,RM,3518020,Scugog,3518022,Mississaugas of Scugog Island,IRI,3530,Toronto,999,7, , , , , , ,35180005,1702163.84179634,5196.32267090643
23230,35180945,35,Ontario,3518,Durham,RM,3518020,Scugog,3518022,Mississaugas of Scugog Island,IRI,3530,Toronto,999,7, , , , , , ,35180005,869395.18975955,4090.11018079312
23231,35180946,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320200.00,0200.00,35180006,71434317.7018155,44856.3564006195
23232,35180707,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320204.00,0204.00,35180022,188594.85333242,2226.67229517723
23233,35180710,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.03,0203.03,35180017,110477.708824815,1508.30329848962
23234,35180711,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.03,0203.03,35180017,81825.554425525,1297.29413839335
23235,35180712,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.03,0203.03,35180017,121805.488608335,1655.02881022887
23236,35180713,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.03,0203.03,35180017,144987.42609113,2581.86807897331
23237,35180714,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.03,0203.03,35180017,159269.430753685,1793.90872984603
23238,35180715,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.04,0203.04,35180014,196309.59528025,2159.8494581319
23239,35180716,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.04,0203.04,35180014,289789.81736275,2350.41218689528
23240,35180717,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.04,0203.04,35180014,177048.732318065,1664.65075042244
23241,35180718,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320203.04,0203.04,35180014,868480.717297615,4007.54400696892
23242,35180720,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,118065.7270879,2086.25177555565
23243,35180721,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,65934.26545689,1178.50154243135
23244,35180722,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,97481.921971075,1249.49554093462
23245,35180723,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,158350.05732845,1936.33407141718
23246,35180724,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,450565.298740155,5151.33624491418
23247,35180725,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,59552.088040055,1024.77569917486
23248,35180726,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.02,0205.02,35180022,2341676.88486675,8067.73522834848
23249,35180727,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320205.01,0205.01,35180026,209017.402756035,2127.77326650091
23250,35180732,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320204.00,0204.00,35180022,2710093.51520944,8409.48099331474
23251,35180733,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320204.00,0204.00,35180022,135780.726837995,1707.44912691782
23252,35180734,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320204.00,0204.00,35180022,191637.13566099,2001.61618933735
23253,35180735,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320204.00,0204.00,35180022,100503.911494515,1474.90136016966
23254,35180017,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180004,61889820.2179907,40571.5194945537
23255,35180018,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.01,0831.01,35180008,6126567.27101617,10674.8220825576
23256,35180019,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.01,0831.01,35180008,261946.14713642,2366.86667383219
23257,35180021,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.02,0831.02,35180009,192215.236042665,2144.66786595356
23258,35180022,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.02,0831.02,35180009,212068.9984066,2309.86599243124
23259,35180024,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.01,0831.01,35180008,392140.40337286,2857.54523454178
23260,35180025,35,Ontario,3518,Durham,RM,3518029,Uxbridge,3518029,Uxbridge,TP,3530,Toronto,535,1,535,35535,Toronto,B,5350831.02,0831.02,35180009,175377.834145385,1880.06385837576
23261,35180778,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320009.01,0009.01,35180035,328175.73470937,2644.10571063883
23262,35180779,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.05,0008.05,35180028,183960.078279335,2391.24447945033
23263,35180780,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.05,0008.05,35180028,113065.68282495,1968.62136567032
23264,35180065,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,6661816.11979586,13996.2092007316
23265,35180066,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,19582125.4877509,24376.370492201
23266,35180067,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,15778231.6829495,17158.0725609553
23267,35180068,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,867303.135511395,3928.36530574266
23268,35180069,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,7466324.2924804,10947.0999818055
23269,35180070,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35180002,34883863.8094312,25434.6914715001
23270,35180075,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320105.17,0105.17,35180011,17281945.2327925,19533.3573711897
23271,35180086,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320015.02,0015.02,35180020,52102.91741221,904.279867032289
23272,35180146,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.03,0008.03,35180034,251471.770847745,4260.82150872035
23273,35180147,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.02,0008.02,35180034,305304.995482305,3195.33917747435
23274,35180844,35,Ontario,3518,Durham,RM,3518001,Pickering,3518001,Pickering,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350801.02,0801.02,35180077,131307.33061417,1438.53515765218
23275,35180845,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,35546150.151838,31201.4594600325
23276,35180846,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,33147918.3993978,28555.635333872
23277,35180847,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,2033244.16273705,6113.2713699199
23278,35180848,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,2126439.2687234,7602.85081424781
23279,35180849,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,1353522.31460085,6959.04683928404
23280,35180850,35,Ontario,3518,Durham,RM,3518039,Brock,3518039,Brock,TP,3530,Toronto,996,4, , , , , , ,35180001,1570284.87980168,6267.86704734877
23281,35180161,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320001.00,0001.00,35180045,359177.86816599,2912.6126104885
23282,35180781,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.05,0008.05,35180028,73907.62420666,1226.17892424437
23283,35180782,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,99738.195886425,1415.82541660927
23284,35180783,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,171900.60166245,1927.74336134939
23285,35180784,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320006.00,0006.00,35182002,164022.4709973,1936.45718503302
23286,35180786,35,Ontario,3518,Durham,RM,3518020,Scugog,3518020,Scugog,TP,3530,Toronto,996,4, , , , , , ,35182000,1211484.30125421,4984.66306652465
23287,35180791,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.04,0202.04,35180031,962000.360857715,6751.5887416567
23288,35180979,35,Ontario,3518,Durham,RM,3518017,Clarington,3518017,Clarington,MU,3530,Toronto,532,1,532,35532,Oshawa,B,5320202.16,0202.16,35180007,6112419.81315795,13864.0995317961
23289,35180798,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320009.04,0009.04,35180030,318125.73791249,2320.46899131858
23290,35180799,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320002.02,0002.02,35180050,507131.8494058,4754.40545544876
23291,35180800,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320002.02,0002.02,35180050,106787.51112705,1485.87671177028
23292,35180801,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.05,0101.05,35180049,1450912.66778293,5322.73394577459
23293,35180802,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.02,0100.02,35180055,331398.29364437,2286.13474887399
23294,35180803,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320100.02,0100.02,35180055,1904178.55668444,8074.22001203738
23295,35180804,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320014.02,0014.02,35180027,295092.855532855,2428.89053451206
23296,35180805,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320014.02,0014.02,35180027,80324.03253082,1280.58118808446
23297,35180148,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320008.02,0008.02,35180034,329070.823502235,2921.83426210211
23298,35180149,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,160314.10184826,2418.56247642982
23299,35180150,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,124515.330449915,1993.49668244093
23300,35180151,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,131987.87744316,2108.80278700712
23301,35180152,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,102554.569362305,1416.56241376907
23302,35180153,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,106902.623994655,1633.02759723527
23303,35180154,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320007.00,0007.00,35180035,136041.626171225,1642.42350836609
23304,35180155,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,105465.23561614,1492.12497790355
23305,35180156,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,234037.864792215,2027.05538408193
23306,35180157,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,132358.925945135,1742.19619557084
23307,35180158,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320005.00,0005.00,35180032,152896.043832355,2023.80399178038
23308,35180159,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320006.00,0006.00,35182002,228136.928487695,2128.19708094445
23309,35180160,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320006.00,0006.00,35182002,284685.57841185,2912.21687590086
23310,35180217,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320003.01,0003.01,35180043,264880.069224855,2539.98491642926
23311,35180218,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320003.01,0003.01,35180043,134305.43051573,1662.255241065
23312,35180219,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320003.01,0003.01,35180043,546355.843535145,3523.04691372317
23313,35180220,35,Ontario,3518,Durham,RM,3518009,Whitby,3518009,Whitby,T,3530,Toronto,532,1,532,35532,Oshawa,B,5320101.06,0101.06,35180049,1155762.66359753,4942.46599364672
23314,35180162,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320001.00,0001.00,35180045,505522.200086085,4095.34024381219
23315,35180166,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320002.02,0002.02,35180050,363371.633152865,2804.55797438812
23316,35180167,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320002.02,0002.02,35180050,50489.930896475,1072.44806988459
23317,35180169,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,121616.93943673,1512.87192772136
23318,35180170,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,117717.386848465,1780.63375087189
23319,35180171,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,167737.95731786,1769.9985862303
23320,35180172,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,204952.631835625,3307.39960403131
23321,35180173,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,115800.499066825,1523.35656848088
23322,35180174,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.01,0004.01,35182002,220872.362575685,3404.15093177695
23323,35180175,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320003.01,0003.01,35180043,897596.737064205,5394.38844503551
23324,35180177,35,Ontario,3518,Durham,RM,3518013,Oshawa,3518013,Oshawa,CY,3530,Toronto,532,1,532,35532,Oshawa,B,5320004.02,0004.02,35180037,73162.351080675,1453.76079499575
